Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,"Latitude,Longitude",Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version
R12414,MET-116,2024-05-19 04:00,4.4,1609,6.26,m3/h,C808,"12.9234,80.3416",false,,Reverse flow detected briefly.,23.4,99.5,1.002,v1.0
R12421,MET133,2025-12-11 22:00,3.41,971,3.5,Scmh,C814,"12.876,80.3543",nO,,Pressure drop observed at peak hours.,25.8,101.325,1.0,v1.2
R12422,MET-112,2024-01-11 21:00,0,3276,,Scmh,C889,"13.238,80.1295",0,SHUTDOWN,Reverse flow detected briefly.,14.6,102.5,1.0,v1.0
R12423,MET-102,2024-10-07 04:00,6.53,1762,6.51,S m^3/h,C728,"13.2303,80.1585",FALSE,,Contact: +91-7085186-85186 for followup,18.0,101.325,0.99,v1.0
R12424,MET-110,2025-11-05T17:00:00Z,56.3,1643000,6.09,S m^3/h,C726,"13.1332,80.4448",YEs,,Customer C818 complained about billing.,24.8,101.325,1.0,v1.1
R12425,MET-124,2024-10-03 20:00,4.55,1249,5.0,Sm3/h,C706,"12.9965,80.0754",FALSE,,Odorant alarm triggered. Cleared.,25.7,99.5,1.005,v1.0
R12426,met-113,2024-10-17 06:00,4.89,498,1.95,scmh,C839,"13.183,80.0522",TRUE,MAINT,Pressure drop observed at peak hours.,23.4,101.0,0.995,v1.0
R12427,MET-136,27/05/2025,3.69,289,1.08,m3/h,C701,"(13.1734, 80.2475)",FALSE,,Read manually. Meter OK.,16.9,101.0,0.99,v1.0
R12428,MET-139,2025-11-11,4.2,261,1.02,Scmh,C878,"13.1237,80.0602",N,MAINT,Read manually. Meter OK.,14.2,101.325,1.01,v1.0
R12429,MET-125,2025-12-22 05:00,5.58,4635,16.62,scmh,C843,"13.0324,80.1744",nO,,Night flow anomaly recorded.,21.7,101.325,0.998,v1.0
R12430,met-145,2025-07-18 01:00,3.47,786,2.89,S m^3/h,C895,"12.9535,80.413",N,SHUTDOWN,Email: user922@citygas.com flagged issue,16.1,101.325,1.0,v1.0
R12431,MET-121,2024-09-18 05:00,6.48,739,2.8,S m^3/h,C759,"13.0947,80.3952",N,,High consumption flagged for audit.,15.2,103.0,1.0,v1.1
R12432,MET-124,13/02/2026,2.95,691,2.46,Sm^3/h,C706,"12.9965,80.0754",N,,Customer C869 complained about billing.,15.6,101.325,1.0,v1.1
R12433,met-128,2024-01-31 06:00,6.31,1980,7.04,Sm^3/h,C866 ,"22.1934,80.3050",No,,High consumption flagged for audit.,19.5,103.0,1.0,v1.0
R12434,MET-128,2025-03-04 07:00,3.85,760,2.92,m3/h,C866,"13.0557,80.305",false,,Reverse flow detected briefly.,17.1,101.0,0.998,v1.0
R12435,MET107,20/09/2025,2.9,761,3.04,scmh,C757,"12.8732,80.1064",no,MAINT,"Leak near coords 13.2257,80.3397. Reported.",24.5,101.325,1.0,v1.1
R12436,MET-125,2024-12-08 22:00,5.56,4084,14.55,m3/h,c843,"13.0324,80.1744",n,,Read manually. Meter OK.,14.6,102.5,1.0,v1.0
R12437,met-141,2024-07-08 10:00,2.74,3856,14.43,SCMH,C787,"(12.8988, 80.0626)",y,,Night flow anomaly recorded.,16.9,101.325,0.99,v1.0
R12438,MET111,20-09-2025 02:00,62.9,678,2.44,Scmh,C873,"12.8582,80.3589",false,,,16.2,101.325,1.005,v1.1
R12439,MET-148,2024-07-05 23:00,6.53,1949,7.674,S m^3/h,C723,"13.058,80.3522",false,MAINT,Read manually. Meter OK.,23.9,101.325,0.99,v1.2
R12440,met-158,2024-04-26 04:00,4.94,,5.26,scm/h,C837,"12.9284,80.1246",FALSE,,Customer C850 complained about billing.,22.3,103.0,1.0,v1.0
R12434,MET-103,2026/03/08 05:00,4.93,2429,9.22,Scmh,C706,"13.1428,80.3815",0,MAINT,High consumption flagged for audit.,22.1,101.325,1.002,v1.1
R12441,MET-124,2025-03-22 22:00,4.85,670,2.39,Sm3/h,C706,"80.0754,12.9965",FALSE,,"Leak near coords 13.1802,80.4406. Reported.",16.7,101.325,0.99,v1.0
R12442,MET-112,2025-11-05 19:00,4.72,238,0.84,SCMH,CID-889,"13.238,80.1295",False,,Read manually. Meter OK.,15.0,101.0,0.998,v1.1
R12443,met-140,2025-04-30 02:00,3.29,4221,16.48,m3/h,C808,"13.0261,80.0932",nO,,Contact: +91-7035838-35838 for followup,18.1,101.325,0.998,v1.0
R12444,MET-140,2024-10-27 22:00,3.04,2126,7.47,m3/h,C808,"13.03,80.09",n,,Calibration check passed.,19.1,103.0,1.0,v1.0
R12445,MET-147,2025-09-29 13:00,3.4,1268,5.03,SCMH,C726,"12.9747,80.2142",false,MAINT,Customer C722 complained about billing.,20.4,103.0,1.0,v1.2
R12446,met-123,2025-02-13 15:00,6.66,1339,5.23,scmh,C854,"12.9669,80.1824",nO,,Night flow anomaly recorded.,17.5,101.325,0.995,v1.1
R12447,MET149,2025-11-27 15:00,6.67,4371,17.38,SCM/H,C797,"13.0687,80.1415",0,,Odorant alarm triggered. Cleared.,25.9,103.0,0.998,v1.1
R12448,met-121,2024-02-02 04:00,3.93,210,0.74,Scmh,C759,"13.0947,80.3952",False,MAINT,Email: user575@citygas.com flagged issue,21.9,102.5,1.0,v1.1
R12449,met-139,2025-06-04 08:00,6.49,226,0.83,Sm^3/h,C878,"13.1237,80.0602",N,,Customer C738 complained about billing.,16.5,100.0,1.0,v1.1
R12450,MET-133,2024-10-18 21:00,5.39,-1508,5.86,S m^3/h,C814,"12.876,80.3543",0,,,19.3,101.325,1.0,v1.1
R12451,MET-140,2024-01-15 08:00,4.04,2071,7.58,sm^3/h,c808,"13.0261,80.0932",false,,Maintenance done by technician ID T807.,24.0,101.325,0.99,v1.1
R12452,MET145,2024-06-27 20:00,5.5,404,1.51,SCMH,C895,"12.9535,80.413",FALSE,,Pressure drop observed at peak hours.,15.6,101.0,1.0,v1.1
R12453,MET--113,2025-02-12 15:00,4.79,2358,9.17,Sm^3/h,C839,"13.183,80.0522",False,,Customer called at +91-9840860-40860,20.6,99.5,1.0,v1.2
R12454,MET-118,2025-06-23 10:00,3.44,323,1.26,scm/h,C707,"13.0599,80.0796",false,,Calibration check passed.,14.7,101.0,1.005,v1.0
R12455,Met-120,2025-02-07 00:00,4.13,826,2.93,Sm3/h,C755,"12.9665,80.0963",No,,Inspection done. No issues.,15.1,103.0,0.99,v1.1
R12456,MET-142,30-01-2024 04:00,6.7,2329,8.97,S m^3/h,C771,"13.0481,80.3046",false,,Customer called at +91-9854127-54127,19.0,102.5,0.995,v1.1
R12457,Met-145,2024-05-31 01:00,3.35,655,2.59,sm^3/h,C895,"12.9535,80.413",no,MAINT,Pressure drop observed at peak hours.,25.8,101.325,1.0,v1.0
R12458,MET147,2025-04-18 09:00,5.5,2171,7.89,Scmh,C726,"12.9747,80.2142",N,,Maintenance done by technician ID T200.,24.4,101.325,1.005,v1.0
R12459,Met-128,2025-10-24 01:00,3.07,412,,sm^3/h,C866,"13.0557,80.305",0,SHUTDOWN,Maintenance done by technician ID T951.,23.7,101.325,0.99,v1.0
R12460,MET-105,2024-01-11 14:00,,1190,4.27,m3/h,C770,"12.9124,80.1624",0,,,17.3,103.0,1.0,v1.0
R12461,MET-123,2025-01-03 01:00,3.33,519,1.94,S m^3/h,C854,"12.9669,80.1824",no,,Pressure drop observed at peak hours.,25.5,101.325,1.0,v1.1
R12462, MET-142 ,2024-09-21 15:00,3.25,2773,10.91,S m^3/h,c771,"13.0481,80.3046",no,,Inspection done. No issues.,16.8,101.325,1.0,v1.0
R12463,MET-117,2025-11-02 22:00,6.43,949,3.77,Sm^3/h,C708,"12.9717,80.3585",False,,Inspection done. No issues.,19.5,101.0,1.01,v1.0
R12464, MET-143 ,2024-08-06 16:00,6.9,1908,6.699,scm/h,C739,"12.8638,80.1757",N,,Odorant alarm triggered. Cleared.,15.3,102.5,1.005,v1.0
R12465,MET-141,14-10-2024 19:00,4.99,3105,12.33,scm/h,C787,"12.8988,80.0626",False,MAINT,Night flow anomaly recorded.,24.1,101.0,0.998,v1.0
R12466,MET-118,2024-09-14 16:00,4.33,1437,5.39,scm/h,C707,"13.0599,80.0796",0,,High consumption flagged for audit.,24.6,103.0,1.0,v1.1
R12467,MET-119,2025-03-06 08:00,5.77,557,2.15,Sm^3/h,C723,"13.0228,80.1934",FALSE,,,16.2,101.325,1.0,v1.0
R12468,MET-143,2026/03/10 24:05,0,1996,7.4,SCM/H,C739,"12.8638,80.1757",0,,Reverse flow detected briefly.,25.0,101.325,1.0,v1.0
R12469,MET-151,2025-09-26 00:00,4.55,,5.87,m3/h,C791,"13.2378,80.1659",nO,SHUTDOWN,High consumption flagged for audit.,19.7,101.325,1.005,v1.1
R12470,MET-126,2025-04-27 11:00,2.93,1536,6.11,scm/h,C750,"13.1641,80.1801",0,,Contact: +91-7011439-11439 for followup,23.5,101.325,0.998,v1.1
R12471,MET-111,2026-02-10T18:00:00Z,3.47,668,2.56,S m^3/h,C873,"12.8582,80.3589",False,,High consumption flagged for audit.,26.0,101.325,0.99,v1.0
R12472,MET-126,2024-02-19T14:00:00Z,4.04,3547,13.2,Sm3/h,C750,"13.1641,80.1801",False,MAINT,,23.8,101.325,0.998,v1.2
R12473,MET-132 ,2026-03-02T21:00:00Z,6.29,1240,4.8,scm/h,C756,"12.9182,80.3353",n,,Email: user647@citygas.com flagged issue,15.0,99.5,1.0,v1.1
R12474,MET-149,2025-04-07 15:00,5.38,1357,5.17,Sm3/h,C797,"13.0687,80.1415",no,,Pressure drop observed at peak hours.,20.3,101.325,0.99,v1.2
R12475,MET-153,2025-09-03 16:00,4.86,3628,14.24,Sm^3/h,C854,"13.2258,80.4219",no,,Night flow anomaly recorded.,20.3,100.0,1.0,v1.1
R12476,MET -126,2025-11-11 01:00,6.74,722,2.71,scmh,C750,"13.1641,80.1801",N,,Contact: +91-7057150-57150 for followup,24.0,101.0,1.0,v1.0
R12477,met-137,2024-03-29 04:00,5.12,1802,7.0,SCM/H,c894,"80.2591,12.9718",nO,,Contact: +91-7056812-56812 for followup,21.1,101.325,1.01,v1.0
R12478,met-158,2025-08-29 01:00,3.9,657,2.42,scm/h,C837,"12.9284,80.1246",NO,,High consumption flagged for audit.,24.1,101.325,1.0,v1.1
R12479,MET-108,2026/03/10 24:05,5.84,1465,5.46,Sm3/h,C735,"13.1965,80.3709",No,,Pressure drop observed at peak hours.,19.5,101.325,1.002,v1.0
R12480,MET-108,2024-07-24 18:00,4.94,1519,5.5,m3/h,C735 ,"23.4109,80.3709",nO,,"Leak near coords 13.0452,80.3066. Reported.",25.7,100.0,1.0,v1.1
R12481,MET-128,2025-08-26 23:00,6.28,599,2.38,SCM/H,C866,"13.0557,80.305",nO,,Email: user632@citygas.com flagged issue,14.0,102.5,1.0,v1.1
R12482,MET-134,2024-08-04 17:00,3.5,2998,11.35,Sm3/h,C850,"13.2296,80.2745",n,MAINT,Read manually. Meter OK.,20.3,99.5,1.0,v1.2
R12483,MET -145,2025-01-20 15:00,2.84,409,1.44,SCMH,C895,"(12.9535, 80.413)",nO,,Odorant alarm triggered. Cleared.,22.6,100.0,1.0,v1.1
R12484,MET-109,2025/06/18 07:00,3.72,1821,1.77,S m^3/h,C888,"13.0904,80.0798",n,MAINT,"Leak near coords 12.8667,80.3661. Reported.",15.5,101.0,1.002,v1.0
R12485,MET124,2025-02-16 19:00,4.77,141,0.55,Scmh,C706,"12.9965,80.0754",true,,Reverse flow detected briefly.,14.2,101.0,1.002,v1.0
R12486,MET-126,2024-03-01 06:00,3.05,3512,13.18,sm^3/h,C750,"13.1641,80.1801",false,,Contact: +91-7069230-69230 for followup,24.7,101.325,1.0,v1.0
R12487,MET140,2024-10-12 15:00,2.69,3250,12.93,SCM/H,C808,"13.0261,80.0932",nO,,Read manually. Meter OK.,16.9,99.5,1.0,v1.1
R12488,MET-147,2025-08-21 12:00,6.46,1218,4.88,sm^3/h,c726,"12.9747,80.2142",no,,Maintenance done by technician ID T820.,21.6,99.5,1.002,v1.0
R12482,met-135,2026-01-13 10:00,2.6,1216,4.85,scm/h,C771,"13.2363,80.3584",NO,,Calibration check passed.,15.7,101.325,0.995,v1.0
R12489, MET-136 ,2024/06/03 18:00,3.44,1317,4.69,scm/h,C701,"13.1734,80.2475",NO,,Odorant alarm triggered. Cleared.,15.2,101.325,1.01,v1.1
R12490,MET-137,19/01/2026,6.17,1900,6.66,scm/h,C894,"12.9718,80.2591",FALSE,MAINT,Odorant alarm triggered. Cleared.,20.2,101.325,1.0,v1.0
R12491,met-154,2026-02-15 16:00,6.15,495,1.92,SCMH,C767,"22.0444,80.3732",False,MAINT,"Leak near coords 13.1487,80.0563. Reported.",14.6,101.325,1.0,v1.0
R12492,met-101,2025-01-25 05:00,3.94,1021,4.03,Sm^3/h,C863,"12.9998,80.2055",n,,Odorant alarm triggered. Cleared.,20.4,101.325,1.0,v1.0
R12493,MET-135,2024-07-02 15:00,3.38,1735000,6.58,scmh,C771,"(13.2363, 80.3584)",nO,MAINT,Maintenance done by technician ID T688.,16.6,101.325,1.0,v1.2
R12494,MET-116,2026-02-06 10:00,3.39,531,2.11,Sm^3/h,C808,"12.9234,80.3416",no,MAINT,Customer C786 complained about billing.,14.1,101.325,0.99,v1.0
R12495,met-157,2025-07-28 06:00,2.89,1421,5.49,SCMH,C817,"12.8854,80.3715",n,,Read manually. Meter OK.,23.3,101.325,1.0,v1.0
R12496,MET-138,2024-09-08 18:00,3.24,1016,3.58,SCMH,C740 ,"12.8891,80.221",n,,Contact: +91-7061997-61997 for followup,14.2,101.325,0.99,v1.0
R12497,MET103,2026-02-02 23:00,5.2,2171,8.36,sm^3/h,C706,"13.1428,80.3815",FALSE,,Night flow anomaly recorded.,25.1,100.0,1.01,v1.0
R12498,MET-134,2024-11-19 14:00,6.1,792,3.02,m3/h,C850,"13.2296,80.2745",0,,Customer called at +91-9830823-30823,24.0,101.325,1.002,v1.1
R12499,met-118,13/02/2025,2.91,2081,7.8,scmh,C707,"13.0599,80.0796",FALSE,,"Leak near coords 13.0407,80.0914. Reported.",22.2,101.325,0.998,v1.0
R12500,MET-159,2024-04-03 13:00,5.19,817,2.85,Sm^3/h,c731,"12.8681,80.407",nO,SHUTDOWN,Pressure drop observed at peak hours.,16.0,101.325,1.002,v1.1
R12501,MET-110,2025-02-14 17:00,3.15,144,0.53,Sm^3/h,C726,"13.1332,80.4448",no,,Inspection done. No issues.,21.1,101.325,1.01,v1.1
R12502,MET-151,2025-10-01 00:00,6.04,1757,6.75,SCM/H,C791,"13.2378,80.1659",false,,Read manually. Meter OK.,24.8,101.325,0.998,v1.0
R12503,met-120,2024-08-20 07:00,5.96,"2,066",,SCMH,C755,"12.9665,80.0963",No,,,23.8,102.5,1.0,v1.1
R12504,MET-112,2024-10-15 21:00,2.71,2872,10.16,Scmh,C889,"13.238,80.1295",n,,Maintenance done by technician ID T333.,18.1,99.5,1.0,v1.0
R12505,MET-120,2025-07-22 17:00,6.74,1543,5.6,sm^3/h,C755,"12.9665,80.0963",False,,Odorant alarm triggered. Cleared.,23.9,100.0,1.01,v1.0
R12506,MET-117,2024-06-20 17:00,6.13,1208,4.52,SCMH,C708,"12.9717,80.3585",n,,,22.7,101.325,1.0,v1.1
R12507,MET-117,2025/02/07 12:00,3.02,995,,SCMH,C708,"(12.9717, 80.3585)",N,,Pressure drop observed at peak hours.,23.5,103.0,0.99,v1.0
R12508,MET-135,2024-07-09 07:00,3.39,146,0.54,Scmh,C771,"13.2363,80.3584",No,,Maintenance done by technician ID T599.,19.8,99.5,1.0,v1.1
R12509,MET-126,2024-02-18 18:00,3.69,3167,11.21,S m^3/h,C750,"13.1641,80.1801",0,,Contact: +91-7056104-56104 for followup,14.6,100.0,1.0,v1.2
R12510,MET--123,2025-03-06 14:00,,636,2.435,m3/h,C854,"21.4401,80.1824",no,MAINT,Maintenance done by technician ID T980.,24.8,102.5,0.99,v1.0
R12511,MET143,2025-12-02 02:00,6.93,,1.96,S m^3/h,C739,"23.1414,80.1757",false,,Customer called at +91-9822114-22114,14.1,101.325,1.002,v1.0
R12512,MET-155,2024-12-09 08:00,5.98,957,3.81,m3/h,C711,"13.0892,80.3034",No,MAINT,Customer C803 complained about billing.,20.3,101.0,1.0,v1.2
R12513,MET-122,2024-03-21 22:00,6.35,1875,6.67,SCMH,C829,"12.9058,80.2993",N,,,18.2,102.5,1.0,v1.2
R12514,MET-114,2024-09-08 10:00,6.8,1200,8.66,Sm^3/h,C722,"12.9349,80.3762",no,,Customer called at +91-9880320-80320,22.6,103.0,1.005,v1.0
R12515,MET-130,2025-11-22 11:00,6.68,1615,2.14,scm/h,C839,"12.8686,80.2389",FALSE,MAINT,Customer called at +91-9888886-88886,19.5,103.0,0.995,v1.0
R12516,MET -129,2024-11-25 20:00,3.89,2535,9.81,m3/h,C879,"13.087,80.4049",NO,,Night flow anomaly recorded.,20.9,101.0,1.0,v1.0
R12517,met-121,2024-06-28 05:00,6.18,,4.3,scm/h,C759,"13.0947,80.3952",NO,,Odorant alarm triggered. Cleared.,16.8,101.325,1.01,v1.0
R12518,MET-155,2026-01-06 21:00,,516,1.89,m3/h,C711,"13.0892,80.3034",NO,,Inspection done. No issues.,18.4,101.325,1.0,v1.2
R12519,MET-146,2026/03/10 24:05,5.75,1831,6.52,Sm^3/h,C786,"13.115,80.1497",No,,Maintenance done by technician ID T240.,14.5,103.0,1.0,v1.0
R12520,MET-156,2025-12-28 00:00,5.69,658,2.32,S m^3/h,C886,"13.2187,80.3986",0,,Maintenance done by technician ID T783.,19.4,101.0,1.01,v1.0
R12521,MET-155,2024-09-28 08:00,5.28,358,1.25,scm/h,C711,"13.0892,80.3034",No,MAINT,Inspection done. No issues.,17.4,101.325,1.0,v1.0
R12522,MET-119,2024-10-26T04:00:00Z,3.63,607,2.29,scm/h,C723,"13.0228,80.1934",nO,,"Leak near coords 13.1812,80.1441. Reported.",16.4,101.325,1.0,v1.1
R12523,MET114,2024-06-01 02:00,,142,0.506,Sm3/h,c722,"12.9349,80.3762",Y,,Email: user896@citygas.com flagged issue,17.3,101.325,1.0,v1.0
R12524,Met-137,2025-10-01 05:00,4.92,944,3.38,Sm3/h,C894,"12.9718,80.2591",no,,Night flow anomaly recorded.,21.8,101.325,1.0,v1.0
R12525,MET-141,2025-10-15 16:00,6.88,2954,10.34,sm^3/h,C787,"12.8988,80.0626",no,,Reverse flow detected briefly.,20.2,101.325,0.995,v1.1
R12526,MET121,2025-12-04 16:00,4.91,109,0.41,SCM/H,C759,"13.0947,80.3952",NO,SHUTDOWN,Read manually. Meter OK.,16.9,101.325,1.0,v1.2
R12527,MET-114,2026-01-11 08:00,4.5,480,1.73,SCMH,C722,"12.9349,80.3762",no,,High consumption flagged for audit.,21.7,101.325,1.0,v1.2
R12528,MET-102,2024-08-06T10:00:00Z,4.21,1454,,Sm^3/h,C728,"13.2303,80.1585",0,,Calibration check passed.,14.0,101.325,1.002,v1.1
R12529,MET-147,2026-01-02 07:00,5.78,1384,5.37,Sm3/h,C726,"12.9747,80.2142",0,,,25.5,101.325,1.005,v1.1
R12530,MET-137,2024-12-19T21:00:00Z,5.46,1068,4.28,Sm3/h,C894," 12.9718 , 80.2591 ",No,SHUTDOWN,Odorant alarm triggered. Cleared.,17.2,99.5,0.995,v1.1
R12531,MET-114,2025-04-24 08:00,3.67,1599,6.25,Sm3/h,C722," 12.9349 , 80.3762 ",N,,Odorant alarm triggered. Cleared.,19.9,101.325,1.0,v1.0
R12532,met-117,2024-06-05 10:00,6.35,2698,9.91,scm/h,C708,"12.9717,80.3585",No,,Pressure drop observed at peak hours.,19.6,101.325,1.01,v1.0
R12533,MET-124,2024-07-05 12:00,4.9,798,3.08,sm^3/h,C706,"12.9965,80.0754",No,,Read manually. Meter OK.,22.2,101.325,1.01,v1.2
R12534, MET-155 ,2026-03-04,5.43,1287,4.59,scm/h,C711,"13.0892,80.3034",FALSE,,Inspection done. No issues.,20.0,103.0,0.995,v1.2
R12535,met-132,2024-06-02 05:00,3.31,648,2.39,Scmh,C756,"12.9182,80.3353",Y,MAINT,Read manually. Meter OK.,14.5,101.325,1.0,v1.0
R12536,MET--110,2024-11-23 07:00,2.8,412,1.52,SCMH,CID-726,"13.1332,80.4448",FALSE,,Night flow anomaly recorded.,19.9,101.325,0.998,v1.1
R12537,MET-116,2025-02-10 17:00,2.71,1917,7.52,S m^3/h,C808,"12.9234,80.3416",0,,Contact: +91-7092068-92068 for followup,23.0,101.325,0.99,v1.1
R12538,MET-118,2025-10-11 03:00,6.12,2505,9.97,SCMH,C707,"13.0599,80.0796",nO,,Pressure drop observed at peak hours.,21.2,101.325,1.0,v1.0
R12539,MET-154,2025/07/18 19:00,4.55,-216,0.86,SCM/H,C767,13.2079,NO,,Maintenance done by technician ID T458.,14.0,100.0,1.0,v1.0
R12540,MET-110,2024-06-13 07:00,5.66,1366,5.09,scmh,C726,"13.1332,80.4448",FALSE,,Contact: +91-7031579-31579 for followup,23.3,101.325,1.005,v1.1
R12541,MET-158,2024-11-01T15:00:00Z,6.88,956,3.7,S m^3/h,C837,"12.9284,80.1246",FALSE,SHUTDOWN,Maintenance done by technician ID T896.,21.5,101.325,0.998,v1.1
R12542, MET-149 ,2025-07-01 08:00,3.49,366,1.47,Scmh,C797,"13.07,80.14",NO,SHUTDOWN,Night flow anomaly recorded.,16.3,101.325,1.0,v1.1
R12543,MET-141,2025-05-13 07:00,6.39,1860,7.09,S m^3/h,C787,"12.8988,80.0626",n,SHUTDOWN,Night flow anomaly recorded.,20.0,101.0,1.0,v1.1
R12544,Met-122,2024-06-08 22:00,6.68,773,3.04,scmh,C829,"12.9058,80.2993",nO,,,21.0,102.5,0.995,v1.0
R12545,MET-144,2024-12-22 09:00,4.55,2777,10.8,SCM/H,C755,"13.2137,80.2534",nO,SHUTDOWN,Read manually. Meter OK.,19.4,99.5,0.998,v1.0
R12546,MET-145,2024-02-25,4.95,1224,4.84,sm^3/h,C895,"12.9535,80.413",false,MAINT,Email: user859@citygas.com flagged issue,20.2,101.325,1.005,v1.0
R12539,MET -125,2026/03/10 24:05,,3098,11.01,scm/h,C843,"13.0324,80.1744",N,SHUTDOWN,Maintenance done by technician ID T803.,20.0,101.325,1.0,v1.1
R12547,met-133,2026-02-22 07:00,2.73,321,1.2,sm^3/h,C814,"12.876,80.3543",n,,High consumption flagged for audit.,22.9,99.5,1.0,v1.0
R12548,MET-143,2025/11/17 02:00,5.77,"1,149",4.42,scmh,C739,"12.8638,80.1757",n,,Inspection done. No issues.,22.6,101.325,1.002,v1.0
R12549,MET-102,2024-07-16 15:00,3.27 bar,785,3.02,SCM/H,C728,"13.2303,80.1585",false,,Maintenance done by technician ID T734.,22.9,101.325,1.01,v1.1
R12550,MET-155,07/04/2025 19:00,4.1,1069,4.18,Scmh,C711,"13.0892,80.3034",no,,Calibration check passed.,19.6,101.325,1.002,v1.2
R12551,MET-146,2024-06-10 15:00,3.34,859,3.4,scm/h,C786,"13.115,80.1497",false,SHUTDOWN,Pressure drop observed at peak hours.,24.1,101.325,0.995,v1.0
R12552,MET117,2024-03-16 11:00,5.56,2836,11.21,m3/h,C708,"12.9717,80.3585",False,,Maintenance done by technician ID T122.,21.7,101.325,0.995,v1.2
R12553,met-127,2025-09-19 02:00,5.73,1078,4.27,Sm^3/h,C883,"12.9299,80.3418",nO,MAINT,Customer C720 complained about billing.,16.3,101.325,0.998,v1.0
R12554,MET160,2026/03/10 24:05,6.63,1215,4.54,SCMH,C796,12.9801,N,,Inspection done. No issues.,18.2,101.325,1.002,v1.1
R12555,MET-116,2025-04-14 05:00,3.94,338,1.18,scmh,C808,"12.9234,80.3416",NO,,Calibration check passed.,23.6,101.325,1.01,v1.0
R12556,MET -153,2024-02-05 23:00,5.1,917,3.24,SCM/H,C854,"13.2258,80.4219",false,,,19.8,99.5,0.995,v1.0
R12557,MET-127,2025-02-17 22:00,6.32,1375,4.81,scmh,C883,"12.9299,80.3418",NO,,Customer C832 complained about billing.,21.1,101.325,1.005,v1.0
R12558, MET-113 ,2024-05-15 14:00,3.79,854,3.36,sm^3/h,c839,"13.183,80.0522",0,,Odorant alarm triggered. Cleared.,14.2,101.325,0.99,v1.0
R12559, MET-153 ,2024-01-30 03:00,-4.37,4762,18.43,sm^3/h,CID-854," 13.2258 , 80.4219 ",n,,Read manually. Meter OK.,24.7,101.325,1.0,v1.1
R12560,MET-143,2025-07-30 11:00,3.64,1156,4.61,Sm^3/h,C739,"12.8638,80.1757",true,,"Leak near coords 13.0009,80.2237. Reported.",14.7,101.325,0.995,v1.0
R12561,met-151,2025-10-22 17:00,5.28,126,0.46,Sm3/h,C791,"13.2378,80.1659",n,,Customer called at +91-9888767-88767,14.2,101.0,1.0,v1.1
R12562,MET-137,08/09/2025,5.39,,,Sm^3/h,C894,"12.9718,80.2591",FALSE,MAINT,Reverse flow detected briefly.,21.7,103.0,1.0,v1.1
R12563,MET-113,13-08-2024 06:00,,2890,10.71,scm/h,C839,"13.183,80.0522",nO,SHUTDOWN,Maintenance done by technician ID T330.,18.6,101.0,1.002,v1.0
R12564,MET--103,2026-01-23 02:00,-6.9,1542,5.82,Sm^3/h,C706 ,"13.1428,80.3815",no,MAINT,Maintenance done by technician ID T274.,18.5,101.325,1.0,v1.0
R12565,met-142,2025-01-20 22:00,4.29,2629,-10.35,scm/h,C771,13.0481,NO,,Inspection done. No issues.,21.9,99.5,1.0,v1.0
R12566,MET-115,2024-07-23 07:00,3.02,2430,9.059,m3/h,C851,"12.92,80.33",0,SHUTDOWN,Customer C845 complained about billing.,21.5,99.5,1.0,v1.2
R12567, MET-103 ,2024/02/23 08:00,5.96,1621,6.1,Sm3/h,C706,"13.1428,80.3815",FALSE,,Email: user935@citygas.com flagged issue,25.9,101.325,0.998,v1.0
R12568,MET-112,2025-06-08 03:00,3.37,95,0.38,S m^3/h,C889,"13.238,80.1295",No,,Read manually. Meter OK.,15.5,101.0,1.005,v1.1
R12563,MET-113,2024/03/02 04:00,5.16,642,2.26,sm^3/h,C839,"13.183,80.0522",FALSE,MAINT,Read manually. Meter OK.,15.3,101.325,1.002,v1.1
R12569,MET -103,14-07-2025 00:00,3.13,1923,6.9,m3/h,C706,"13.1428,80.3815",No,,High consumption flagged for audit.,14.5,99.5,1.0,v1.0
R12570,MET-140,2024-11-26 10:00,3.04,374,1.43,m3/h,C808,"13.0261,80.0932",n,,Customer called at +91-9818428-18428,23.2,101.325,1.005,v1.0
R12571,MET -148,2024-05-10 12:00,3.1,503,2.02,S m^3/h,C723,"(13.058, 80.3522)",nO,MAINT,Email: user107@citygas.com flagged issue,19.0,100.0,0.995,v1.1
R12572,MET-126,30/05/2024,-4,3250,12.14,S m^3/h,C750,"13.1641,80.1801",False,,Pressure drop observed at peak hours.,15.2,101.325,1.01,v1.0
R12573,MET--154,2025-12-10 12:00,2.8,603,2.16,m3/h,C767 ,"13.2079,80.3732",False,,Customer called at +91-9835530-35530,18.7,101.325,1.0,v1.0
R12574,met-121,2024-12-22 15:00,4.93,737,2.8,S m^3/h,C759,"13.0947,80.3952",N,,Email: user530@citygas.com flagged issue,22.6,100.0,0.998,v1.1
R12568,MET-141,2026-01-13 17:00,6.4,2544,9.9,m3/h,C787,"80.0626,12.8988",false,,Customer called at +91-9886558-86558,17.6,101.0,0.995,v1.0
R12575, MET-137 ,2025-12-19 16:00,5.08,87,0.31,scmh,C894,"12.9718,80.2591",TRUE,,Reverse flow detected briefly.,18.2,99.5,1.0,v1.0
