Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude,Flow_Outlier,Pressure_Outlier,Customer_Type,Join_Date,Is_Active,NTP_Offset_Sec,Asset_Valid,Negative_Flow,Negative_Energy,Direction_Flag,Flow_calibrated,Energy_calibrated,Is_Billable,Flow_std,Flow_same,Pressure_same,Energy_same,Sensor_Stuck,Sensor_Reliable,Meter_Capacity_SCMH,Capacity_Exceeded,Reading_Plausible,Pressure_Direction_Flag,Pressure_Imputed,DMA_Zone,Cal_Verified,Pressure_Violation,Month,Hour,Date,Season,Zone,CustomerType_Code,Season_Code,Zone_Code,Hour_bucket,Pressure_Drop,Flow_Change,Pressure_Drop_Flag,Leak_Alarm,Flow_Anomaly_Int,Leak_Propensity_Score,High_Leak_Risk,Energy_MMBtu,Peak_Window,Read_Success,Estimated_Read,Night_Flow_Anomaly,Reverse_Flow_Flag,Flow_Anomaly_Flag,outage_flag,prev_flag,event_type,Outage_Type,AMI_Reading,Billed_Reading,Billing_Gap,Billing_Discrepancy,Flow_Predicted,Segment,Pipe_Material,Time_Since_Last_Read_Hr,Read_SLA_Breach,Repair_SLA_Breach,CO2_kg,CO2_Tonnes
R9919,MET-129,2024-07-16 03:00:00,3.16,2704.0,10.54,SCMH,C879,No,NORMAL,"Leak near coords 13.1905,80.1033. Reported.",15.4,101.0,1.0,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,2704.0,10.54,True,2691.591,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,7,3,2024-07-16,Monsoon,Zone_B,2,2,1,2024-07-16 03:00:00,-2.2,773.5,True,0,0,0.5,True,97.3901,False,True,False,True,False,True,1,0.0,OUTAGE_START,Pressure Drop,10.54,10.099,0.441,False,2876.39,Low_Consumption,Steel,309.0,True,False,5168.493,5.168493
R13335,MET-129,2024-07-27 12:59:30,5.69,1863.0,7.2,SCMH,C879,No,NORMAL,"Leak near coords 13.184,80.0926. Reported.",21.9,101.325,1.0,v1.2,13.087,80.4049,False,False,industrial,2024-01-19,False,-30,True,False,False,Forward,1863.0,7.2,True,1819.432,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,7,12,2024-07-27,Monsoon,Zone_B,2,2,1,2024-07-27 12:00:00,2.5300000000000002,-841.0,False,0,0,0.0,False,67.0998,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,7.2,7.123,0.077,False,1898.97,Low_Consumption,Steel,273.9916666666667,True,False,3560.986,3.560986
R14599,MET-129,2024-08-15 10:00:30,6.0,1101.0,4.3,SCMH,C879,Unknown,NORMAL,"Leak near coords 12.8874,80.1112. Reported.",22.9,101.0,0.998,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,30,True,False,False,Forward,1098.798,4.291,True,1066.047,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,8,10,2024-08-15,Monsoon,Zone_B,2,2,1,2024-08-15 10:00:00,0.3099999999999996,-764.202,False,0,0,0.0,False,39.5755,False,True,False,False,False,False,0,0.0,,Unknown,4.291,4.234,0.057,False,1185.83,Low_Consumption,Steel,453.01666666666665,True,False,2100.272,2.100272
R13933,MET-129,2024-08-26 20:00:00,0.0,2083.0,7.93,SCMH,C879,No,MAINTENANCE,Email: [EMAIL REDACTED] flagged issue,17.0,101.325,0.998,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,2078.834,7.914,False,2064.505,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,8,20,2024-08-26,Monsoon,Zone_B,2,2,1,2024-08-26 20:00:00,-6.0,980.0359999999998,True,0,0,0.5,True,74.8735,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,7.914,7.67,0.244,False,2034.96,Low_Consumption,Steel,273.9916666666667,True,True,3973.537,3.973537
R11899,MET-129,2024-08-29 01:00:00,4.74,2379.0,8.58,SCMH,C879,No,NORMAL,High consumption flagged for audit.,18.5,102.5,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,2379.0,8.58,True,2377.707,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,8,1,2024-08-29,Monsoon,Zone_B,2,2,1,2024-08-29 01:00:00,4.74,300.16600000000017,False,0,0,0.0,False,85.6846,False,True,False,True,False,True,1,1.0,,Pressure Drop,8.58,8.162,0.418,False,2281.16,Low_Consumption,Steel,53.0,True,False,4547.282,4.547282
R11336,MET-129,2024-09-04 18:01:00,4.55,1083.0,3.98,SCMH,C879,Unknown,NORMAL,Read manually. Meter OK.,19.3,101.325,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,60,True,False,False,Forward,1083.0,3.98,True,1067.076,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,9,18,2024-09-04,PostMonsoon,Zone_B,2,3,1,2024-09-04 18:00:00,-0.1900000000000004,-1296.0,False,0,0,0.0,False,39.0065,False,True,False,False,False,False,1,1.0,,Pressure Drop,3.98,3.948,0.032,False,1039.51,Low_Consumption,Steel,161.01666666666668,True,False,2070.075,2.070075
R14729,MET-129,2024-09-08 04:00:00,4.66,97.0,0.38,SCMH,C879,Unknown,NORMAL,Night flow anomaly recorded.,22.8,102.5,0.99,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,96.03,0.376,True,94.583,False,False,False,False,True,500,False,True,Forward,False,DMA-B,True,False,9,4,2024-09-08,PostMonsoon,Zone_B,2,3,1,2024-09-08 04:00:00,0.11000000000000032,-986.97,False,0,0,0.0,False,3.4587,False,True,False,True,False,True,1,1.0,,Pressure Drop,0.376,0.357,0.019,True,105.57,Low_Consumption,Steel,81.98333333333333,True,False,183.553,0.183553
R9355,MET-129,2024-09-15 16:00:30,3.13,840.0,2.94,SCMH,C879,No,NORMAL,,20.3,101.0,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,30,True,False,False,Forward,840.0,2.94,True,822.183,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,9,16,2024-09-15,PostMonsoon,Zone_B,2,3,1,2024-09-15 16:00:00,-1.5300000000000002,743.97,True,0,0,0.5,True,30.2543,False,True,False,False,False,False,1,1.0,,Pressure Drop,2.94,2.896,0.044,False,785.63,Low_Consumption,Steel,180.00833333333333,True,False,1605.596,1.605596
R14739,MET-129,2024-09-18 15:55:00,4.3,1240.0,4.91,SCMH,C879,Unknown,NORMAL,Email: [EMAIL REDACTED] flagged issue,16.7,103.0,0.998,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,-300,True,False,False,Forward,1237.52,4.9,True,1250.599,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,9,15,2024-09-18,PostMonsoon,Zone_B,2,3,1,2024-09-18 15:00:00,1.17,397.52,False,0,0,0.0,False,44.5718,False,True,False,False,False,False,1,1.0,,Pressure Drop,4.9,4.893,0.007,False,1273.57,Low_Consumption,Steel,71.90833333333333,True,False,2365.425,2.365425
R12965,MET-129,2024-09-21 06:00:00,4.41,1537.0,5.7,SCMH,C879,No,NORMAL,"Leak near coords 13.0598,80.4173. Reported.",24.2,100.0,1.005,v1.2,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1544.685,5.728,True,1477.318,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,9,6,2024-09-21,PostMonsoon,Zone_B,2,3,1,2024-09-21 06:00:00,0.11000000000000032,307.16499999999996,False,0,0,0.0,False,55.635,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.728,5.567,0.161,False,1303.24,Low_Consumption,Steel,62.083333333333336,True,False,2952.549,2.952549
R12223,MET-129,2024-09-24 03:00:00,6.64,519.0,1.91,SCMH,C879,Unknown,NORMAL,Pressure drop observed at peak hours.,23.1,101.325,0.998,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,517.962,1.906,True,503.8,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,9,3,2024-09-24,PostMonsoon,Zone_B,2,3,1,2024-09-24 03:00:00,2.2299999999999995,-1026.723,False,0,0,0.0,False,18.6555,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,1.906,1.833,0.073,False,546.57,Low_Consumption,Steel,69.0,True,False,990.047,0.990047
R9497,MET-129,2024-10-07 11:00:30,4.62,1193.0,4.69,SCMH,C879,Unknown,NORMAL,Pressure drop observed at peak hours.,16.1,101.325,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,30,True,False,False,Forward,1193.0,4.69,True,1188.463,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,10,11,2024-10-07,PostMonsoon,Zone_B,2,3,1,2024-10-07 11:00:00,-2.0199999999999996,675.038,True,0,0,0.5,True,42.9683,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,4.69,4.621,0.069,False,1244.78,Low_Consumption,Steel,320.0083333333333,True,False,2280.328,2.280328
R11429,MET-129,2024-10-18 02:01:00,4.9,420.0,1.61,SCMH,C879,Unknown,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,15.2,102.5,0.998,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,60,True,False,False,Forward,419.16,1.607,True,423.727,False,False,False,False,True,500,False,True,Forward,False,DMA-B,True,False,10,2,2024-10-18,PostMonsoon,Zone_B,2,3,1,2024-10-18 02:00:00,0.28000000000000025,-773.8399999999999,False,0,0,0.0,False,15.0969,False,True,False,True,False,True,1,1.0,,Pressure Drop,1.607,1.592,0.015,False,430.84,Low_Consumption,Steel,255.00833333333333,True,False,801.192,0.801192
R9022,MET-129,2024-10-18 18:00:00,4.8,745.0,2.86,SCMH,C879,No,NORMAL,Customer called at [MISC. PHONE REDACTED],20.3,100.0,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,745.0,2.86,True,721.978,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,10,18,2024-10-18,PostMonsoon,Zone_B,2,3,1,2024-10-18 18:00:00,-0.10000000000000053,325.84,False,0,0,0.0,False,26.8327,False,True,False,False,False,False,1,1.0,,Pressure Drop,2.86,2.795,0.065,False,774.79,Low_Consumption,Steel,15.983333333333333,True,False,1424.011,1.424011
R9164,MET-129,2024-10-23 13:55:00,2.89,461.0,1.64,SCMH,C879,No,NORMAL,Calibration check passed.,24.7,102.5,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,-300,True,False,False,Forward,461.0,1.64,True,451.159,False,False,False,False,True,500,False,True,Forward,False,DMA-B,False,False,10,13,2024-10-23,PostMonsoon,Zone_B,2,3,1,2024-10-23 13:00:00,-1.9099999999999997,-284.0,True,0,0,0.5,True,16.6039,False,True,False,False,False,False,1,1.0,,Pressure Drop,1.64,1.637,0.003,False,442.25,Low_Consumption,Steel,115.91666666666667,True,False,881.169,0.881169
R14331,MET-129,2024-10-25 19:00:00,5.03,1005.0,1.64,SCMH,C879,No,MAINTENANCE,Night flow anomaly recorded.,22.3,102.5,1.01,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1015.05,1.656,False,1001.45,False,False,True,False,True,500,True,False,Forward,False,DMA-B,True,False,10,19,2024-10-25,PostMonsoon,Zone_B,2,3,1,2024-10-25 19:00:00,2.14,554.05,False,0,0,0.0,False,36.5591,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,1.656,1.577,0.079,False,588.69,Low_Consumption,Steel,53.083333333333336,True,True,1940.191,1.940191
R10488,MET-129,2024-10-27 19:00:00,6.42,1560.0,5.49,SCMH,C879,No,MAINTENANCE,Pressure drop observed at peak hours.,15.2,101.325,1.01,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1575.6,5.545,False,1574.507,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,10,19,2024-10-27,PostMonsoon,Zone_B,2,3,1,2024-10-27 19:00:00,1.3899999999999997,560.55,False,0,0,0.0,False,56.7485,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,5.545,5.408,0.137,False,1458.92,Low_Consumption,Steel,48.0,True,True,3011.643,3.011643
R15083,MET-129,2024-10-27 20:00:30,3.05,1747.0,6.78,SCMH,C879,Unknown,MAINTENANCE,Maintenance done by technician ID [TECH-ID REDACTED].,14.3,100.0,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,30,True,False,False,Forward,1747.0,6.78,False,1728.354,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,10,20,2024-10-27,PostMonsoon,Zone_B,2,3,1,2024-10-27 20:00:00,-3.37,171.4000000000001,True,0,0,0.5,True,62.9218,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,6.78,6.685,0.095,False,1695.97,Low_Consumption,Steel,1.0083333333333333,False,False,3339.26,3.33926
R12697,MET-129,2024-11-12 10:59:00,5.91,843.0,2.94,SCMH,C879,No,MAINTENANCE,Maintenance done by technician ID [TECH-ID REDACTED].,15.0,101.325,1.002,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,-60,True,False,False,Forward,844.686,2.946,False,844.686,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,11,10,2024-11-12,PostMonsoon,Zone_B,2,3,1,2024-11-12 10:00:00,2.8600000000000003,-902.314,False,0,0,0.0,False,30.4231,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,2.946,2.926,0.02,False,796.04,Low_Consumption,Steel,374.975,True,True,1614.554,1.614554
R13415,MET-129,2024-11-20 03:00:00,6.77,1455.0,5.36,SCMH,C879,No,NORMAL,Night flow anomaly recorded.,19.3,101.0,0.995,v1.2,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1447.725,5.333,True,1421.863,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,11,3,2024-11-20,PostMonsoon,Zone_B,2,3,1,2024-11-20 03:00:00,0.8599999999999994,603.0389999999999,False,0,0,0.0,False,52.1428,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,5.333,5.114,0.219,False,1483.52,Low_Consumption,Steel,184.01666666666668,True,False,2767.218,2.767218
R12516,MET-129,2024-11-25 20:01:00,3.89,2535.0,9.81,SCMH,C879,No,NORMAL,Night flow anomaly recorded.,20.9,101.0,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,60,True,False,False,Forward,2535.0,9.81,True,2476.168,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,11,20,2024-11-25,PostMonsoon,Zone_B,2,3,1,2024-11-25 20:00:00,-2.8799999999999994,1087.275,True,0,0,0.5,True,91.3032,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,9.81,9.712,0.098,False,2574.36,Low_Consumption,Steel,137.01666666666668,True,False,4845.461,4.845461
R15017,MET-129,2024-11-27 00:00:00,4.66,2751.0,10.75,SCMH,C879,No,MAINTENANCE,Email: [EMAIL REDACTED] flagged issue,22.8,101.325,1.01,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,2778.51,10.858,False,2705.28,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,11,0,2024-11-27,PostMonsoon,Zone_B,2,3,1,2024-11-27 00:00:00,0.77,243.51000000000022,False,0,0,0.0,False,100.0737,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,10.858,10.615,0.243,False,2872.89,Low_Consumption,Steel,27.983333333333334,True,True,5310.911,5.310911
R14880,MET-129,2024-11-30 04:00:00,3.05,2224.0,8.32,SCMH,C879,No,NORMAL,High consumption flagged for audit.,19.0,101.325,1.0,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,2224.0,8.32,True,2193.55,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,11,4,2024-11-30,PostMonsoon,Zone_B,2,3,1,2024-11-30 04:00:00,-1.6100000000000003,-554.5100000000002,True,0,0,0.5,True,80.1019,False,True,False,True,False,True,1,1.0,,Pressure Drop,8.32,8.069,0.251,False,2208.87,Low_Consumption,Steel,76.0,True,False,4251.008,4.251008
R9102,MET-129,2024-12-04 11:00:00,3.13,257.0,0.94,SCMH,C879,No,MAINTENANCE,Reverse flow detected briefly.,16.4,100.0,0.99,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,254.43,0.931,False,249.889,False,False,False,False,True,500,False,True,Forward,False,DMA-B,True,False,12,11,2024-12-04,Winter,Zone_B,2,0,1,2024-12-04 11:00:00,0.08000000000000007,-1969.57,False,0,0,0.0,False,9.1638,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,0.931,0.891,0.04,False,413.93,Low_Consumption,Steel,103.0,True,True,486.323,0.486323
R9882,MET-129,2024-12-11 06:59:00,4.69,1960.0,7.57,SCMH,C879,No,SHUTDOWN,Odorant alarm triggered. Cleared.,20.8,101.0,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,-60,True,False,False,Forward,1960.0,7.57,False,1915.164,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,12,6,2024-12-11,Winter,Zone_B,2,0,1,2024-12-11 06:00:00,1.5600000000000005,1705.57,False,0,0,0.0,False,70.5934,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,7.57,7.519,0.051,False,1963.54,Low_Consumption,Steel,163.98333333333332,True,True,3746.392,3.746392
R14738,MET-129,2024-12-18 23:00:00,2.73,2011.0,7.74,SCMH,C879,Unknown,SHUTDOWN,Contact: [MISC. PHONE REDACTED] for followup,14.7,101.325,0.99,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1990.89,7.663,False,1992.965,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,12,23,2024-12-18,Winter,Zone_B,2,0,1,2024-12-18 23:00:00,-1.9600000000000004,30.8900000000001,True,0,0,0.5,True,71.706,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,7.663,7.34,0.323,False,2824.16,Low_Consumption,Steel,184.01666666666668,True,True,3805.437,3.805437
R11276,MET-129,2024-12-23 12:00:00,5.26,1424.0,5.12,SCMH,C879,No,NORMAL,High consumption flagged for audit.,18.6,99.5,1.01,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1438.24,5.171,True,1394.908,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,12,12,2024-12-23,Winter,Zone_B,2,0,1,2024-12-23 12:00:00,2.53,-552.6500000000001,False,0,0,0.0,False,51.8012,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,5.171,4.993,0.178,False,1398.55,Low_Consumption,Steel,109.0,True,False,2749.09,2.74909
R10737,MET-129,2024-12-28 00:00:00,3.66,2619.0,9.93,SCMH,C879,No,MAINTENANCE,Contact: [MISC. PHONE REDACTED] for followup,24.0,101.325,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,2619.0,9.93,False,2539.676,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,12,0,2024-12-28,Winter,Zone_B,2,0,1,2024-12-28 00:00:00,-1.5999999999999996,1180.76,True,0,0,0.5,True,94.3286,False,False,True,True,False,True,1,0.0,OUTAGE_START,Scheduled Maintenance,9.93,9.578,0.352,False,2176.57,Low_Consumption,Steel,108.0,True,True,5006.019,5.006019
R12380,MET-129,2025-01-01 23:59:00,6.31,2619.0,2.49,SCMH,C879,Unknown,NORMAL,"Leak near coords 13.2095,80.2678. Reported.",16.0,101.325,1.0,v1.2,13.087,80.4049,False,False,industrial,2024-01-19,False,-60,True,False,False,Forward,2619.0,2.49,True,2609.942,True,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,1,23,2025-01-01,Winter,Zone_B,2,0,1,2025-01-01 23:00:00,2.6499999999999995,0.0,False,0,0,0.0,False,94.3286,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,2.49,2.474,0.016,False,1732.05,Low_Consumption,Steel,119.98333333333333,True,False,5006.019,5.006019
R15143,MET-129,2025-01-02 22:00:00,25.6,2655.0,9.4,SCMH,C879,No,SHUTDOWN,Contact: [MISC. PHONE REDACTED] for followup,20.6,99.5,1.0,v1.1,13.087,80.4049,False,True,industrial,2024-01-19,False,0,True,False,False,Forward,2655.0,9.4,False,2557.477,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,1,22,2025-01-02,Winter,Zone_B,2,0,1,2025-01-02 22:00:00,19.290000000000003,36.0,False,0,0,0.0,False,95.6253,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,9.4,9.246,0.154,False,2601.72,Low_Consumption,Steel,22.016666666666666,True,True,5074.835,5.074835
R12205,MET-129,2025-01-15 00:59:30,6.27,380.0,1.39,SCMH,C879,Unknown,SHUTDOWN,Maintenance done by technician ID [TECH-ID REDACTED].,16.6,102.5,0.995,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,-30,True,False,False,Forward,378.1,1.383,False,380.372,False,False,False,False,True,500,False,True,Forward,False,DMA-B,True,False,1,0,2025-01-15,Winter,Zone_B,2,0,1,2025-01-15 00:00:00,-19.330000000000002,-2276.9,True,0,0,0.5,True,13.618,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,1.383,1.369,0.014,False,508.86,Low_Consumption,Steel,290.9916666666667,True,True,722.707,0.722707
R10794,MET-129,2025-01-16 22:00:00,3.32,271.0,0.99,SCMH,C879,No,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,14.8,103.0,0.995,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,269.645,0.985,True,274.293,False,False,False,False,True,500,False,True,Forward,False,DMA-B,True,False,1,22,2025-01-16,Winter,Zone_B,2,0,1,2025-01-16 22:00:00,-2.9499999999999997,-108.45500000000004,True,0,0,0.5,True,9.7118,False,True,False,False,False,False,1,1.0,,Pressure Drop,0.985,0.948,0.037,False,416.41,Low_Consumption,Steel,45.00833333333333,True,False,515.405,0.515405
R14891,MET-129,2025-02-06 00:00:00,5.38,1153.0,4.53,SCMH,C879,No,MAINTENANCE,Night flow anomaly recorded.,22.7,103.0,1.005,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1158.765,4.553,False,1147.263,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,2,0,2025-02-06,Winter,Zone_B,2,0,1,2025-02-06 00:00:00,2.06,889.1200000000001,False,0,0,0.0,False,41.7353,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,4.553,4.468,0.085,False,1184.65,Low_Consumption,Steel,482.0,True,True,2214.892,2.214892
R10771,MET-129,2025-02-19 06:00:00,3.56,1160.0,4.5,SCMH,C879,No,MAINTENANCE,High consumption flagged for audit.,21.3,99.5,1.0,v1.2,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1160.0,4.5,False,1114.735,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,2,6,2025-02-19,Winter,Zone_B,2,0,1,2025-02-19 06:00:00,-1.8199999999999998,1.2349999999999,True,0,0,0.5,True,41.7798,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,4.5,4.404,0.096,False,1180.63,Low_Consumption,Steel,318.0,True,True,2217.254,2.217254
R9490,MET-129,2025-02-19 22:01:00,2.92,477.0,1.83,SCMH,C879,No,NORMAL,,15.3,101.325,0.995,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,60,True,False,False,Forward,474.615,1.821,True,474.121,False,False,False,False,True,500,False,True,Forward,False,DMA-B,True,False,2,22,2025-02-19,Winter,Zone_B,2,0,1,2025-02-19 22:00:00,-0.6400000000000001,-685.385,True,0,0,0.5,True,17.0942,False,True,False,False,False,False,1,1.0,,Pressure Drop,1.821,1.806,0.015,False,533.08,Low_Consumption,Steel,16.016666666666666,True,False,907.189,0.907189
R9468,MET-129,2025-03-07 18:02:00,2.52,847.0,3.1,SCMH,C879,Unknown,NORMAL,Reverse flow detected briefly.,25.2,103.0,1.002,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,120,True,False,False,Forward,848.694,3.106,True,833.229,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,3,18,2025-03-07,Summer,Zone_B,2,1,1,2025-03-07 18:00:00,-0.3999999999999999,374.07899999999995,True,0,0,0.5,True,30.5675,False,True,False,False,False,False,1,1.0,,Pressure Drop,3.106,3.091,0.015,False,828.65,Low_Consumption,Steel,380.01666666666665,True,False,1622.217,1.622217
R11060,MET-129,2025-03-13 02:00:00,6.45,541.0,1.907,SCMH,C879,No,NORMAL,"Leak near coords 13.1732,80.3046. Reported.",25.7,101.0,1.005,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,543.705,1.917,True,522.557,False,False,False,False,True,500,True,False,Forward,False,DMA-B,True,False,3,2,2025-03-13,Summer,Zone_B,2,1,1,2025-03-13 02:00:00,3.93,-304.9889999999999,False,0,0,0.0,False,19.5826,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,1.917,1.822,0.095,False,569.11,Low_Consumption,Steel,127.96666666666667,True,False,1039.249,1.039249
R9200,MET-129,2025-03-14 02:00:00,3.71,1757.0,6.69,SCMH,C879,No,NORMAL,Email: [EMAIL REDACTED] flagged issue,15.6,101.325,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1757.0,6.69,True,1753.349,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,3,2,2025-03-14,Summer,Zone_B,2,1,1,2025-03-14 02:00:00,-2.74,1213.295,True,0,0,0.5,True,63.2819,False,True,False,True,False,True,1,0.0,OUTAGE_START,Pressure Drop,6.69,6.581,0.109,False,1795.11,Low_Consumption,Steel,24.0,True,False,3358.37,3.35837
R11820,MET-129,2025-03-30 13:00:00,4.0,191.0,0.744,SCMH,C879,No,NORMAL,"Leak near coords 12.9669,80.3382. Reported.",24.0,103.0,1.0,v1.0,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,191.0,0.744,True,188.277,False,False,False,False,True,500,False,True,Forward,False,DMA-B,False,False,3,13,2025-03-30,Summer,Zone_B,2,1,1,2025-03-30 13:00:00,0.29000000000000004,-1566.0,False,0,0,0.0,False,6.8793,False,True,False,False,False,False,1,1.0,,Pressure Drop,0.744,0.709,0.035,False,288.61,Low_Consumption,Steel,395.0,True,False,365.084,0.365084
R10089,MET-129,2025-04-03 03:00:00,4.09,1541.0,6.15,SCMH,C879,No,NORMAL,,16.2,101.325,1.0,v1.1,13.087,80.4049,False,False,industrial,2024-01-19,False,0,True,False,False,Forward,1541.0,6.15,True,1534.609,False,False,False,False,True,500,True,False,Forward,False,DMA-B,False,False,4,3,2025-04-03,Summer,Zone_B,2,1,1,2025-04-03 03:00:00,0.08999999999999986,1350.0,False,0,0,0.0,False,55.5023,False,True,False,True,False,True,1,1.0,,Pressure Drop,6.15,6.011,0.139,False,1613.32,Low_Consumption,Steel,86.0,True,False,2945.507,2.945507
