Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude
R11927,MET-140,2025-02-12 12:00:00,6.61,747.0,2.73,SCMH,C808,No,,Night flow anomaly recorded.,18.3,101.325,1.005,v1.0,13.0261,80.0932
R12453,MET-113,2025-02-12 15:00:00,4.79,2358.0,9.17,SCMH,C839,False,,Customer called at +91-9840860-40860,20.6,99.5,1.0,v1.2,13.183,80.0522
R10837,MET-106,2025-02-12 17:00:00,6.25,816.0,3.06,SCMH,C762,False,,High consumption flagged for audit.,18.3,101.325,0.995,v1.2,12.9124,80.2671
R13983,MET-157,2025-02-12 18:00:00,5.13,1474.0,5.37,SCMH,C817,0,,Email: user849@citygas.com flagged issue,17.8,101.325,1.0,v1.1,12.8854,80.3715
R12713,MET-107,2025-02-12 21:00:00,6.34,1983.0,7.48,SCMH,C757,0,,Pressure drop observed at peak hours.,22.6,101.325,0.99,v1.1,12.8732,80.1064
R9576,MET-134,2025-02-12 22:00:00,,2813.0,10.47,SCMH,C850,N,MAINT,Night flow anomaly recorded.,17.3,103.0,0.995,v1.0,13.2296,80.2745
R12499,MET-118,2025-02-13 00:00:00,2.91,2081.0,7.8,SCMH,C707,FALSE,,"Leak near coords 13.0407,80.0914. Reported.",22.2,101.325,0.998,v1.0,13.0599,80.0796
R9929,MET-149,2025-02-13 01:00:00,6.26,3587.0,12.8,SCMH,c797,YES,,Maintenance done by technician ID T770.,17.1,101.0,0.998,v1.1,80.1415,13.0687
R10222,MET-141,2025-02-13 01:00:00,,2225.0,7.81,SCMH,C787,No,MAINT,Inspection done. No issues.,18.2,102.5,1.005,v1.1,12.8988,80.0626
R10244,MET-141,2025-02-13 09:00:00,4.22,256.0,0.91,SCMH,C787,no,MAINT,Pressure drop observed at peak hours.,22.9,103.0,1.0,v1.0,12.8988,80.0626
R10583,MET-152,2025-02-13 11:00:00,5.54,1153.0,4.39,SCMH,C788,0,,Email: user662@citygas.com flagged issue,25.8,100.0,1.0,v1.0,13.1601,80.1145
R11840,MET-122,2025-02-13 11:00:00,5.64,973.0,3.56,SCMH,C829 ,No,,,24.4,101.325,1.0,v1.0,12.9058,80.2993
R12446,MET-123,2025-02-13 15:00:00,6.66,1339.0,5.23,SCMH,C854,nO,,Night flow anomaly recorded.,17.5,101.325,0.995,v1.1,12.9669,80.1824
R12280,MET-124,2025-02-13 15:00:00,3.97,1701.0,6.81,SCMH,c706,no,,"Leak near coords 13.1079,80.2956. Reported.",14.9,99.5,0.995,v1.0,12.9965,80.0754
R10896,MET-154,2025-02-13 19:00:00,3.65,1061.0,4.14,SCMH,C767,no,,"Leak near coords 13.184,80.0926. Reported.",24.0,101.325,1.0,v1.0,13.2079,80.3732
R11186,MET-155,2025-02-13 22:00:00,4.2,1085.0,3.85,SCMH,C711,NO,,Night flow anomaly recorded.,21.7,101.325,1.005,v1.1,13.0892,80.3034
R14956,MET-110,2025-02-14 00:00:00,,1177.0,4.26,SCMH,C726,n,,Read manually. Meter OK.,16.5,101.0,1.01,v1.0,13.1332,80.4448
R10370,MET-128,2025-02-14 01:00:00,6.31,878.0,3.33,SCMH,C866,false,MAINT,Customer called at +91-9813243-13243,14.2,101.325,1.01,v1.0,13.0557,80.305
R9428,MET-144,2025-02-14 03:00:00,6.29,3000.0,8.14,SCMH,C755,n,,Pressure drop observed at peak hours.,17.4,103.0,1.0,v1.1,13.2137,80.2534
R12255,MET-102,2025-02-14 12:00:00,3.02,1826.0,6.96,SCMH,C728,nO,SHUTDOWN,Email: user484@citygas.com flagged issue,19.7,101.0,1.0,v1.0,13.2303,80.1585
R12501,MET-110,2025-02-14 17:00:00,3.15,144.0,0.53,SCMH,C726,no,,Inspection done. No issues.,21.1,101.325,1.01,v1.1,13.1332,80.4448
R11388,MET-136,2025-02-14 18:00:00,2.65,1362.0,5.15,SCMH,C701,FALSE,,Calibration check passed.,18.0,101.325,1.0,v1.0,13.1734,80.2475
R13242,MET-146,2025-02-15 00:00:00,3.1,1350.0,5.36,SCMH,C786,false,,Reverse flow detected briefly.,23.8,103.0,0.995,v1.1,13.115,80.1497
R13460,MET-154,2025-02-15 00:00:00,39.0,805.0,2.84,SCMH,C767,FALSE,MAINT,Maintenance done by technician ID T718.,20.3,101.325,1.0,v1.1,13.2079,80.3732
R9627,MET-113,2025-02-15 01:00:00,3.87,1267.0,4.8,SCMH,C839,n,MAINT,Customer called at +91-9885583-85583,17.0,101.325,1.0,v1.0,13.183,80.0522
R12808,MET-106,2025-02-15 04:00:00,4.59,1157.0,4.38,SCMH,C762,no,,Customer C818 complained about billing.,17.9,101.325,1.005,v1.0,12.9124,80.2671
R9236,MET-141,2025-02-15 04:00:00,4.71,4741.0,17.9,SCMH,CID-787,False,MAINT,Read manually. Meter OK.,14.3,99.5,1.0,v1.0,12.8988,80.0626
R9242,MET-119,2025-02-15 10:00:00,5.23,626.0,2.44,SCMH,C723,false,,Inspection done. No issues.,14.7,102.5,1.005,v1.2,13.0228,80.1934
R9570,MET-110,2025-02-15 17:00:00,5.31,-637.0,,SCMH,C726,FALSE,,Read manually. Meter OK.,20.5,100.0,1.0,v1.0,80.4448,13.1332
R11916,MET-159,2025-02-16 00:00:00,3.95,3476.0,12.74,SCMH,CID-731,n,,"Leak near coords 12.9556,80.3728. Reported.",21.2,101.325,1.002,v1.1,12.8681,80.407
R14269,MET-142,2025-02-16 04:00:00,3.18,3479.0,12.62,SCMH,C771,NO,,High consumption flagged for audit.,15.5,101.325,1.0,v1.2,13.0481,80.3046
R14972,MET-143,2025-02-16 06:00:00,2.81,1014.0,3.77,SCMH,C739,no,,Contact: +91-7092959-92959 for followup,14.1,101.0,1.0,v1.1,22.5883,80.1757
R12363,MET-133,2025-02-16 07:00:00,3.12,1606.0,6.01,SCMH,C814,0,,Customer called at +91-9810671-10671,22.6,103.0,1.0,v1.1,12.876,80.3543
R14916,MET-158,2025-02-16 09:00:00,3.34,458.0,1.82,SCMH,C837,false,,"Leak near coords 13.0668,80.358. Reported.",18.9,103.0,1.0,v1.0,12.9284,80.1246
R14884,MET-121,2025-02-16 13:00:00,,267.0,1.04,SCMH,C759,FALSE,MAINT,Reverse flow detected briefly.,25.0,100.0,0.995,v1.0,13.0947,80.3952
R15165,MET-109,2025-02-16 18:00:00,2.98,1209.0,4.39,SCMH,C888,False,,Customer C764 complained about billing.,15.4,100.0,1.0,v1.0,13.0904,80.0798
R11876,MET-112,2025-02-16 18:00:00,4.03,4223.0,15.92,SCMH,C889,false,SHUTDOWN,Calibration check passed.,15.1,101.325,1.005,v1.0,13.238,80.1295
R12485,MET-124,2025-02-16 19:00:00,4.77,141.0,0.55,SCMH,C706,true,,Reverse flow detected briefly.,14.2,101.0,1.002,v1.0,12.9965,80.0754
R13799,MET-145,2025-02-16 21:00:00,3.13,407.0,1.47,SCMH,C895,N,,Read manually. Meter OK.,15.3,101.325,1.0,v1.0,12.9535,80.413
R15123,MET-147,2025-02-16 23:00:00,4.03,2316.0,8.13,SCMH,C726,FALSE,,Read manually. Meter OK.,21.4,101.325,1.0,v1.1,12.9747,80.2142
R13763,MET-147,2025-02-17 03:00:00,4.96,629.0,2.49,SCMH,C726,FALSE,,Inspection done. No issues.,23.3,101.325,1.01,v1.2,12.9747,80.2142
R9532,MET-132,2025-02-17 06:00:00,5.6,403.0,1.54,SCMH,C756,No,,Read manually. Meter OK.,20.6,101.325,0.99,v1.1,12.9182,80.3353
R11043,MET-133,2025-02-17 07:00:00,-5.66,1835.0,7.0,SCMH,C814,n,MAINT,,17.2,102.5,1.01,v1.1,12.876,80.3543
R13248,MET-140,2025-02-17 15:00:00,2.97,4095.0,14.55,SCMH,CID-808,False,,Calibration check passed.,19.6,101.0,0.99,v1.2,13.03,80.09
R14122,MET-115,2025-02-17 20:00:00,4.3,854.0,3.4,SCMH,C851,No,,Pressure drop observed at peak hours.,18.3,101.325,0.995,v1.0,12.9227,80.3327
R12557,MET-127,2025-02-17 22:00:00,6.32,1375.0,4.81,SCMH,C883,NO,,Customer C832 complained about billing.,21.1,101.325,1.005,v1.0,12.9299,80.3418
R9808,MET-119,2025-02-18 00:00:00,2.96,1200.0,4.29,SCMH,C723,NO,,Reverse flow detected briefly.,14.3,101.325,1.005,v1.1,13.0228,80.1934
R14223,MET-115,2025-02-18 03:00:00,6.48,1142.0,4.28,SCMH,C851,FALSE,SHUTDOWN,Reverse flow detected briefly.,20.9,101.0,0.995,v1.0,12.9227,80.3327
R12661,MET-107,2025-02-18 04:00:00,4.24,902.0,3.54,SCMH,C757,FALSE,MAINT,"Leak near coords 13.0407,80.0914. Reported.",20.2,101.325,1.0,v1.0,21.8172,80.1064
R13027,MET-127,2025-02-18 06:00:00,6.08,1872.0,6.54,SCMH,C883,n,,"Leak near coords 13.06,80.2606. Reported.",18.8,101.325,1.0,v1.0,12.9299,80.3418
R12580,MET-107,2025-02-18 10:00:00,5.35,1665.0,6.15,SCMH,C757,FALSE,,Customer C797 complained about billing.,23.4,100.0,1.0,v1.0,12.8732,80.1064
R14381,MET-139,2025-02-18 10:00:00,6.13,1543.0,5.61,SCMH,C878,false,,"Leak near coords 13.2463,80.1716. Reported.",22.1,101.325,0.99,v1.0,13.1237,80.0602
R11915,MET-133,2025-02-18 13:00:00,0.0,535.0,2.06,SCMH,C814,No,,Odorant alarm triggered. Cleared.,23.3,101.325,0.99,v1.0,12.88,80.35
R14044,MET-146,2025-02-18 18:00:00,6.4,244.0,0.93,SCMH,C786 ,true,MAINT,Customer C734 complained about billing.,16.1,102.5,1.0,v1.1,13.115,80.1497
R10557,MET-152,2025-02-18 23:00:00,4.13,1964.0,7.22,SCMH,C788,NO,MAINT,Email: user343@citygas.com flagged issue,20.1,101.325,1.01,v1.1,13.1601,80.1145
R14975,MET-105,2025-02-19 00:00:00,,1299.0,4.82,SCMH,C770,NO,MAINT,Odorant alarm triggered. Cleared.,24.2,100.0,1.0,v1.0,12.9124,80.1624
R11657,MET-140,2025-02-19 01:00:00,2.65,3908.0,15.26,SCMH,C808,NO,SHUTDOWN,Inspection done. No issues.,18.0,101.325,1.01,v1.1,13.0261,80.0932
R12076,MET-153,2025-02-19 02:00:00,5.2,4237.0,15.86,SCMH,C854,no,MAINT,Odorant alarm triggered. Cleared.,15.6,103.0,1.0,v1.0,13.2258,80.4219
R14666,MET-115,2025-02-19 06:00:00,4.79,1371.0,5.4,SCMH,C851,nO,,Inspection done. No issues.,23.9,101.325,1.0,v1.1,12.9227,80.3327
R10771,MET-129,2025-02-19 06:00:00,3.56,1160.0,4.5,SCMH,C879,0,MAINT,High consumption flagged for audit.,21.3,99.5,1.0,v1.2,24.7455,80.4049
R13082,MET-107,2025-02-19 07:00:00,5.0,295.0,1.12,SCMH,C757,0,MAINT,Odorant alarm triggered. Cleared.,19.3,101.325,1.0,v1.0,24.6387,80.1064
R13896,MET-131,2025-02-19 13:00:00,4.7,1103.0,3.98,SCMH,C807,false,,Odorant alarm triggered. Cleared.,16.5,100.0,1.002,v1.1,13.093,80.0978
R9490,MET-129,2025-02-19 22:00:00,2.92,477.0,1.83,SCMH,C879 ,nO,,,15.3,101.325,0.995,v1.0,23.1611,80.4049
R10341,MET-151,2025-02-20 00:00:00,5.84,1404.0,5.06,SCMH,C791,1,,,25.3,100.0,1.0,v1.1,13.2378,80.1659
R12148,MET-106,2025-02-20 00:00:00,5.65,568.0,,SCMH,C762,nO,MAINT,Odorant alarm triggered. Cleared.,18.7,101.325,0.995,v1.1,21.0932,80.2671
R14953,MET-108,2025-02-20 04:00:00,,1694.0,6.19,SCMH,C735,nO,SHUTDOWN,Customer called at +91-9835204-35204,14.1,102.5,0.995,v1.0,13.1965,80.3709
R13184,MET-130,2025-02-20 10:00:00,4.46,748.0,2.98,SCMH,C839 ,no,,,17.1,101.325,0.995,v1.1,80.2389,12.8686
R10201,MET-143,2025-02-20 19:00:00,3.27,1773.0,6.51,SCMH,C739,False,SHUTDOWN,Night flow anomaly recorded.,21.7,102.5,1.005,v1.1,24.2705,80.1757
R14345,MET-109,2025-02-20 19:00:00,6.08,1159.0,4.16,SCMH,C888,nO,MAINT,Odorant alarm triggered. Cleared.,16.6,101.325,0.998,v1.0,13.0904,80.0798
R10149,MET-105,2025-02-20 21:00:00,5.25,860.0,3.26,SCMH,C770,no,,Night flow anomaly recorded.,19.0,101.0,1.01,v1.1,12.9124,80.1624
R9739,MET-133,2025-02-20 22:00:00,3.94,2222.0,8.3,SCMH,C814,nO,,Read manually. Meter OK.,19.3,101.325,1.01,v1.0,80.3543,12.876
R11538,MET-106,2025-02-20 23:00:00,62.5,-1237.0,4.42,SCMH,C762,no,,Contact: +91-7049069-49069 for followup,22.7,101.325,1.0,v1.1,12.9124,80.2671
R11303,MET-148,2025-02-21 02:00:00,3.19,1738.0,6.74,SCMH,C723,nO,,Maintenance done by technician ID T802.,19.6,99.5,0.995,v1.0,13.06,80.35
R14635,MET-149,2025-02-21 07:00:00,6.99,3311.0,12.5,SCMH,C797,FALSE,,Pressure drop observed at peak hours.,25.8,101.325,1.002,v1.0,13.0687,80.1415
R11070,MET-153,2025-02-21 08:00:00,5.2,1979.0,7.51,SCMH,C854,nO,SHUTDOWN,Email: user263@citygas.com flagged issue,19.3,101.0,1.0,v1.2,23.0988,80.4219
R14326,MET-105,2025-02-21 09:00:00,0.0,1244.0,4.92,SCMH,C770,nO,,Reverse flow detected briefly.,16.7,100.0,0.99,v1.1,12.9124,80.1624
R11626,MET-142,2025-02-21 09:00:00,3.62,4748.0,,SCMH,C771,FALSE,SHUTDOWN,High consumption flagged for audit.,24.5,99.5,1.005,v1.0,13.0481,80.3046
R11468,MET-137,2025-02-21 10:00:00,2.59,60.0,0.23,SCMH,C894,False,,Customer called at +91-9858434-58434,15.5,102.5,1.0,v1.1,12.9718,80.2591
R14507,MET-115,2025-02-21 11:00:00,6.38,2148.0,7.97,SCMH,CID-851,No,,Read manually. Meter OK.,25.2,103.0,1.0,v1.2,12.9227,80.3327
R12115,MET-120,2025-02-21 16:00:00,3.96,1055.0,3.95,SCMH,C755,NO,MAINT,Inspection done. No issues.,20.3,100.0,1.01,v1.1,12.9665,80.0963
R13131,MET-115,2025-02-21 21:00:00,2.72,671.0,2.47,SCMH,C851,no,,,20.4,101.0,1.0,v1.0,12.9227,80.3327
R11519,MET-106,2025-02-22 02:00:00,6.56,695.0,2.68,SCMH,C762,0,,Reverse flow detected briefly.,21.9,99.5,1.0,v1.0,12.9124,80.2671
R13879,MET-126,2025-02-22 02:00:00,2.99,3776.0,14.55,SCMH,C750,N,MAINT,Pressure drop observed at peak hours.,19.4,101.325,0.99,v1.0,13.1641,80.1801
R14082,MET-146,2025-02-22 06:00:00,4.03,860.0,3.23,SCMH,C786,0,MAINT,Maintenance done by technician ID T761.,23.2,101.0,0.99,v1.0,13.115,80.1497
R14565,MET-122,2025-02-22 07:00:00,4.68,1999.0,7.22,SCMH,C829,no,SHUTDOWN,Pressure drop observed at peak hours.,23.9,101.0,1.01,v1.0,12.9058,80.2993
R10232,MET-117,2025-02-22 07:00:00,3.6,270.0,1.08,SCMH,c708,no,,Calibration check passed.,21.1,99.5,0.99,v1.1,12.9717,80.3585
R9895,MET-133,2025-02-22 08:00:00,3.82,2940.0,11.51,SCMH,c814,no,MAINT,Calibration check passed.,25.8,102.5,1.002,v1.2,12.876,80.3543
R9541,MET-134,2025-02-22 13:00:00,5.15,4060.0,14.36,SCMH,C850,nO,,Inspection done. No issues.,24.0,101.325,1.0,v1.0,13.2296,80.2745
R14217,MET-145,2025-02-22 19:00:00,6.88,921.0,3.35,SCMH,CID-895,n,MAINT,"Leak near coords 13.2463,80.1716. Reported.",25.1,101.325,0.99,v1.1,12.9535,80.413
R10616,MET-127,2025-02-22 20:00:00,5.58,2581.0,10.24,SCMH,c883,N,,Email: user703@citygas.com flagged issue,23.2,101.0,1.01,v1.2,12.9299,80.3418
R9591,MET-158,2025-02-23 02:00:00,4.76,1827.0,6.49,SCMH,C837,FALSE,SHUTDOWN,Odorant alarm triggered. Cleared.,21.3,100.0,1.0,v1.1,12.9284,80.1246
R9791,MET-106,2025-02-23 07:00:00,6.51,1219.0,4.599,SCMH,C762,N,,Night flow anomaly recorded.,19.8,101.0,0.99,v1.1,12.9124,80.2671
R10614,MET-104,2025-02-23 13:00:00,3.84,971.0,3.61,SCMH,C889,No,,Maintenance done by technician ID T212.,18.5,101.325,0.998,v1.1,13.0895,80.1927
R13563,MET-153,2025-02-23 16:00:00,2.97,3826.0,14.35,SCMH,C854,n,SHUTDOWN,Odorant alarm triggered. Cleared.,23.3,102.5,1.005,v1.1,13.2258,80.4219
R14741,MET-120,2025-02-23 18:00:00,3.25,2197.0,8.03,SCMH,C755,NO,,Calibration check passed.,18.8,101.325,1.0,v1.0,12.9665,80.0963
R10140,MET-110,2025-02-23 19:00:00,2.83,463.0,,SCMH,C726,false,,Pressure drop observed at peak hours.,16.9,101.0,1.005,v1.0,22.8386,80.4448
R12240,MET-127,2025-02-23 22:00:00,5.06,2071.0,7.27,SCMH,C883,False,,Customer called at +91-9827221-27221,14.7,100.0,1.0,v1.0,12.9299,80.3418
R11819,MET-146,2025-02-23 22:00:00,3.15,766.0,2.68,SCMH,C786,0,,High consumption flagged for audit.,14.6,99.5,1.0,v1.0,13.115,80.1497
R10946,MET-101,2025-02-24 06:00:00,3.77,457000.0,1.69,SCMH,C863,nO,MAINT,"Leak near coords 12.944,80.1153. Reported.",22.2,101.325,1.0,v1.1,12.9998,80.2055
R12042,MET-118,2025-02-24 09:00:00,6.66,864.0,3.03,SCMH,C707,0,,Email: user274@citygas.com flagged issue,25.0,101.325,1.0,v1.1,13.0599,80.0796
R13732,MET-151,2025-02-24 10:00:00,6.04,1055.0,4.1,SCMH,C791,FALSE,SHUTDOWN,Customer C803 complained about billing.,23.7,101.325,0.99,v1.0,13.2378,80.1659
R13422,MET-134,2025-02-24 13:00:00,4.26,3739.0,13.61,SCMH,C850,false,MAINT,Maintenance done by technician ID T733.,14.5,101.0,0.99,v1.0,13.2296,80.2745
R9381,MET-123,2025-02-24 15:00:00,6.9,1840.0,6.96,SCMH,C854,FALSE,,Reverse flow detected briefly.,20.8,101.325,1.0,v1.0,12.9669,80.1824
R11731,MET-111,2025-02-24 20:00:00,6.32,366.0,1.4,SCMH,C873,False,MAINT,Pressure drop observed at peak hours.,16.4,101.325,1.0,v1.1,12.8582,80.3589
R13441,MET-121,2025-02-24 21:00:00,3.44,182.0,0.65,SCMH,CID-759,FALSE,MAINT,Odorant alarm triggered. Cleared.,23.9,101.325,1.0,v1.1,13.0947,80.3952
R11182,MET-134,2025-02-24 23:00:00,5.95,2394.0,9.02,SCMH,C850,FALSE,,Pressure drop observed at peak hours.,25.6,101.0,1.0,v1.1,13.2296,80.2745
R14124,MET-155,2025-02-25 00:00:00,2.5,1092.0,4.38,SCMH,C711,false,,Inspection done. No issues.,22.9,101.0,1.002,v1.1,13.0892,80.3034
R12639,MET-121,2025-02-25 00:00:00,6.77,512.0,1.82,SCMH,C759,0,,Read manually. Meter OK.,18.8,101.325,0.998,v1.1,13.0947,80.3952
R9193,MET-108,2025-02-25 00:00:00,6.03,1978.0,7.406,SCMH,C735,No,,Contact: +91-7074980-74980 for followup,21.9,102.5,1.0,v1.0,13.1965,80.3709
R12160,MET-114,2025-02-25 00:00:00,4.8,2679.0,10.36,SCMH,C722,nO,,"Leak near coords 13.0365,80.2528. Reported.",25.3,101.325,1.0,v1.0,12.9349,80.3762
R11605,MET-102,2025-02-25 02:00:00,3.3,1051.0,4.14,SCMH,C728,False,,Read manually. Meter OK.,24.2,101.325,1.005,v1.0,13.2303,80.1585
R12107,MET-105,2025-02-25 04:00:00,3.34,1433.0,5.49,SCMH,C770,No,,Maintenance done by technician ID T124.,24.4,101.325,1.0,v1.0,12.91,80.16
R10399,MET-108,2025-02-25 13:00:00,2.8,1792.0,6.94,SCMH,C735,n,MAINT,Contact: +91-7070660-70660 for followup,15.6,102.5,1.0,v1.0,13.1965,80.3709
R13826,MET-104,2025-02-25 13:00:00,6.34,1232.0,,SCMH,C889,N,,Pressure drop observed at peak hours.,16.5,101.0,1.0,v1.2,13.0895,80.1927
R11117,MET-132,2025-02-25 17:00:00,6.51,631.0,2.27,SCMH,C756,No,,Customer C751 complained about billing.,19.8,101.325,0.99,v1.0,22.3493,80.3353
R14118,MET-130,2025-02-25 17:00:00,5.72,1406.0,5.13,SCMH,C839,no,,Read manually. Meter OK.,16.5,101.325,0.995,v1.1,12.8686,80.2389
R9068,MET-149,2025-02-25 20:00:00,6.65,5000.0,10.21,SCMH,C797,nO,MAINT,Customer called at +91-9841440-41440,16.0,100.0,1.0,v1.1,13.0687,80.1415
R12191,MET-110,2025-02-26 00:00:00,4.74,994.0,3.56,SCMH,c726,nO,,Calibration check passed.,24.6,101.325,1.0,v1.1,13.1332,80.4448
R13959,MET-138,2025-02-26 05:00:00,,270.0,0.99,SCMH,C740,nO,,,15.2,99.5,1.005,v1.1,12.8891,80.221
R13683,MET-122,2025-02-26 13:00:00,3.11,,4.73,SCMH,C829,no,,,23.0,99.5,1.0,v1.0,23.6427,80.2993
R10220,MET-140,2025-02-26 15:00:00,2.94,1233.0,4.39,SCMH,C808,FALSE,,Odorant alarm triggered. Cleared.,15.6,101.325,0.998,v1.0,23.0101,80.0932
R9582,MET-150,2025-02-26 15:00:00,4.96,407000.0,1.53,SCMH,C724,NO,,Read manually. Meter OK.,23.7,102.5,1.002,v1.0,12.9239,80.0808
R11496,MET-112,2025-02-26 17:00:00,4.3,2187.0,8.5,SCMH,C889,0,,Calibration check passed.,19.8,102.5,1.0,v1.0,13.238,80.1295
R10697,MET-151,2025-02-26 22:00:00,6.62,662.0,2.5,SCMH,C791,no,,Customer called at +91-9835451-35451,18.3,101.325,1.0,v1.0,13.2378,80.1659
R14446,MET-141,2025-02-27 02:00:00,5.92,4962.0,18.68,SCMH,C787,false,MAINT,Maintenance done by technician ID T810.,22.4,99.5,1.0,v1.2,12.8988,
R13184,MET-106,2025-02-27 04:00:00,0.0,657.0,2.3,SCMH,c762,nO,MAINT,Customer called at +91-9810501-10501,19.6,101.325,1.005,v1.1,12.9124,80.2671
R10703,MET-128,2025-02-27 13:00:00,2.96,416.0,1.48,SCMH,C866,0,,Reverse flow detected briefly.,14.7,101.325,1.0,v1.0,13.0557,80.305
R12971,MET-101,2025-02-27 15:00:00,3.25,1445.0,5.54,SCMH,C863,False,,Maintenance done by technician ID T711.,19.1,101.325,0.998,v1.0,12.9998,80.2055
R12749,MET-156,2025-02-27 22:00:00,2.7,288.0,1.12,SCMH,C886,N,SHUTDOWN,Reverse flow detected briefly.,21.2,101.0,1.0,v1.2,13.2187,80.3986
R12747,MET-139,2025-02-28 00:00:00,6.67,283.0,1.11,SCMH,C878,false,,Reverse flow detected briefly.,19.7,101.325,1.0,v1.0,13.1237,80.0602
R14989,MET-153,2025-02-28 00:00:00,3.2,1275.0,4.61,SCMH,C854,no,MAINT,Pressure drop observed at peak hours.,21.7,102.5,0.998,v1.1,13.2258,80.4219
R13835,MET-158,2025-02-28 01:00:00,2.56,-730.0,2.69,SCMH,C837,NO,,Calibration check passed.,20.6,101.325,1.0,v1.0,12.9284,80.1246
R13365,MET-146,2025-02-28 03:00:00,6.22,688.0,2.63,SCMH,C786,False,MAINT,High consumption flagged for audit.,16.6,102.5,0.998,v1.0,13.115,80.1497
R12206,MET-105,2025-02-28 03:00:00,2.57,849.0,3.04,SCMH,C770,false,,Reverse flow detected briefly.,17.1,101.325,1.0,v1.1,12.9124,80.1624
R10049,MET-151,2025-02-28 06:00:00,3.92,1821.0,6.7,SCMH,C791,False,,Inspection done. No issues.,15.8,101.0,1.0,v1.1,13.2378,80.1659
R13423,MET-151,2025-02-28 09:00:00,4.63,712.0,2.82,SCMH,C791,N,,,20.3,103.0,1.0,v1.0,13.24,80.17
R11711,MET-139,2025-02-28 10:00:00,4.42,1215.0,4.45,SCMH,C878,0,,Night flow anomaly recorded.,22.7,99.5,1.0,v1.0,13.1237,80.0602
R14096,MET-142,2025-02-28 15:00:00,3.22,143.0,0.53,SCMH,c771,nO,,Contact: +91-7096799-96799 for followup,21.1,103.0,1.0,v1.1,13.0481,80.3046
R12984,MET-139,2025-03-01 00:00:00,3.78,1551.0,5.66,SCMH,C878,nO,,Read manually. Meter OK.,20.6,102.5,1.002,v1.1,13.1237,80.0602
R11927,MET-110,2025-03-01 00:00:00,6.59,1176.0,4.69,SCMH,C726,0,,"Leak near coords 13.2095,80.2678. Reported.",22.9,101.0,1.01,v1.0,13.1332,80.4448
R14236,MET-159,2025-03-01 03:00:00,2.96,3527.0,13.73,SCMH,C731,false,MAINT,Night flow anomaly recorded.,19.3,103.0,0.998,v1.1,12.8681,80.407
R12058,MET-117,2025-03-01 03:00:00,6.31,187.0,0.74,SCMH,C708,n,,Customer called at +91-9867198-67198,17.0,101.325,0.995,v1.0,12.9717,80.3585
R12036,MET-120,2025-03-01 06:00:00,3.49,2079.0,8.22,SCMH,C755,FALSE,,Email: user346@citygas.com flagged issue,22.4,101.325,0.998,v1.0,21.1921,80.0963
R12928,MET-134,2025-03-01 06:00:00,4.63,3666.0,13.48,SCMH,C850,No,,Odorant alarm triggered. Cleared.,14.8,101.0,1.01,v1.0,13.2296,80.2745
R10486,MET-110,2025-03-01 09:00:00,3.37,132.0,0.46,SCMH,C726,FALSE,SHUTDOWN,Inspection done. No issues.,15.0,102.5,1.01,v1.0,21.706,80.4448
R9069,MET-124,2025-03-01 11:00:00,0.0,1640.0,6.53,SCMH,C706,N,,Pressure drop observed at peak hours.,24.2,101.0,0.99,v1.1,12.9965,80.0754
R14786,MET-141,2025-03-02 00:00:00,5.88,1184.0,4.22,SCMH,C787,yes,,,19.2,101.0,1.0,v1.2,22.1281,80.0626
R11653,MET-119,2025-03-02 01:00:00,4.94,1208.0,4.79,SCMH,C723,nO,MAINT,Odorant alarm triggered. Cleared.,25.1,101.325,1.01,v1.1,21.505,80.1934
R12295,MET-128,2025-03-02 05:00:00,3.47,600.0,2.12,SCMH,C866,nO,,Maintenance done by technician ID T638.,24.1,101.325,1.0,v1.1,13.0557,80.305
R10936,MET-108,2025-03-02 06:00:00,5.79,2201.0,7.93,SCMH,C735,FALSE,,Night flow anomaly recorded.,19.5,101.0,1.01,v1.0,13.1965,80.3709
R9445,MET-136,2025-03-02 07:00:00,4.85,1351.0,4.83,SCMH,C701,y,,Calibration check passed.,14.7,101.325,1.0,v1.0,13.1734,80.2475
R9544,MET-150,2025-03-02 23:00:00,6.3,2649.0,9.35,SCMH,C724,No,,Pressure drop observed at peak hours.,15.4,99.5,1.0,v1.2,12.9239,80.0808
R11132,MET-104,2025-03-03 02:00:00,6.35,1567.0,6.02,SCMH,C889,N,MAINT,Reverse flow detected briefly.,25.8,101.0,1.0,v1.1,13.0895,80.1927
R12164,MET-117,2025-03-03 17:00:00,6.74,880.0,3.25,SCMH,C708,FALSE,MAINT,Read manually. Meter OK.,19.1,103.0,0.995,v1.0,12.9717,80.3585
R12367,MET-106,2025-03-03 18:00:00,5.59,-1214.0,4.51,SCMH,C762,0,MAINT,High consumption flagged for audit.,17.2,102.5,1.01,v1.2,12.9124,80.2671
R15084,MET-149,2025-03-03 19:00:00,4.37,4598.0,16.12,SCMH,C797,NO,SHUTDOWN,Calibration check passed.,22.5,101.0,1.01,v1.1,13.0687,80.1415
R13757,MET-159,2025-03-03 23:00:00,6.93,3984.0,14.38,SCMH,C731,No,SHUTDOWN,Calibration check passed.,14.2,102.5,1.0,v1.0,12.8681,80.407
